City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,Current Description
547,Izumo,35.37,132.77,78.8,83,20,6.93,JP,2020-08-23 23:41:01,few clouds
548,Linqiong,30.42,103.46,72.0,100,40,8.95,CN,2020-08-23 23:41:02,light intensity shower rain
549,Fontaine,45.2,5.68,64.4,52,41,12.75,FR,2020-08-23 23:41:02,scattered clouds
550,Palu,-0.89,119.87,81.37,68,28,2.84,ID,2020-08-23 23:41:02,scattered clouds
551,Akureyri,65.68,-18.09,44.6,81,85,5.82,IS,2020-08-23 23:41:03,overcast clouds
552,Khorixas,-20.37,14.97,54.95,38,0,2.33,NA,2020-08-23 23:41:03,clear sky
553,Palmas Bellas,9.23,-80.09,82.4,83,40,1.43,PA,2020-08-23 23:41:03,scattered clouds
554,Mandera,3.94,41.87,77.07,59,89,21.56,KE,2020-08-23 23:41:03,overcast clouds
555,Porto Novo,6.5,2.6,72.75,91,71,4.88,BJ,2020-08-23 23:41:04,broken clouds
556,Jiangyou,31.77,104.72,72.28,82,100,3.91,CN,2020-08-23 23:41:04,overcast clouds
557,Port-Gentil,-0.72,8.78,77.0,83,75,12.97,GA,2020-08-23 23:36:27,broken clouds
558,Champerico,14.3,-91.92,78.8,94,90,6.93,GT,2020-08-23 23:41:04,moderate rain
559,Rochefort,45.92,-1.0,64.4,82,20,10.29,FR,2020-08-23 23:41:04,few clouds
560,Kudahuvadhoo,2.67,72.89,82.38,70,78,1.79,MV,2020-08-23 23:41:05,light rain
561,Hermanus,-34.42,19.23,55.0,95,100,5.82,ZA,2020-08-23 23:41:05,overcast clouds
562,Ranau,5.95,116.66,75.2,94,20,4.7,MY,2020-08-23 23:36:07,few clouds
563,Praya,14.92,-23.51,82.4,78,40,5.82,CV,2020-08-23 23:41:05,scattered clouds
564,Kayunga,0.7,32.89,66.16,74,74,1.3,UG,2020-08-23 23:41:06,broken clouds
565,Suez,29.97,32.53,75.67,64,0,10.31,EG,2020-08-23 23:41:06,clear sky
566,Batsfjord,70.63,29.72,51.8,93,40,2.24,NO,2020-08-23 23:41:06,shower rain
567,Kondoa,-4.9,35.78,58.53,88,51,6.33,TZ,2020-08-23 23:41:06,broken clouds
568,Acurenam,1.03,10.65,68.4,90,100,4.52,GQ,2020-08-23 23:41:07,overcast clouds
569,Severo-Yeniseyskiy,60.37,93.04,50.43,85,71,2.24,RU,2020-08-23 23:41:07,broken clouds
570,Khash,28.22,61.22,71.19,81,0,3.09,IR,2020-08-23 23:41:07,clear sky
571,Sinnai,39.3,9.2,73.99,68,0,11.41,IT,2020-08-23 23:41:07,clear sky
572,Kangaba,11.93,-8.42,73.9,88,59,2.89,ML,2020-08-23 23:41:07,broken clouds
573,Odesa,46.48,30.73,66.2,82,0,8.21,UA,2020-08-23 23:37:23,clear sky
574,Harper,4.38,-7.72,76.55,79,97,8.14,LR,2020-08-23 23:41:08,overcast clouds
575,Visby,57.64,18.3,64.0,77,12,17.22,SE,2020-08-23 23:41:08,few clouds
576,Toktogul,41.87,72.94,69.84,32,12,1.28,KG,2020-08-23 23:41:08,few clouds
577,Besancon,47.25,6.02,57.99,100,0,2.33,FR,2020-08-23 23:41:08,clear sky
578,Lodja,-3.48,23.43,69.76,91,100,2.59,CD,2020-08-23 23:41:08,overcast clouds
579,Colares,38.8,-9.45,69.01,89,0,15.12,PT,2020-08-23 23:41:09,clear sky
580,Sao Joao Del Rei,-21.14,-44.26,50.0,87,20,2.24,BR,2020-08-23 23:39:40,few clouds
581,Menongue,-14.66,17.69,56.03,39,46,3.18,AO,2020-08-23 23:41:09,scattered clouds
582,Juru,5.31,100.44,78.8,88,20,4.88,MY,2020-08-23 23:41:09,few clouds
583,Laguna,38.42,-121.42,97.0,12,1,10.29,US,2020-08-23 23:41:10,haze
584,Filadelfia,39.95,-75.16,82.0,69,75,4.7,US,2020-08-23 23:40:07,broken clouds
585,Harjavalta,61.32,22.13,59.0,93,27,5.82,FI,2020-08-23 23:41:10,shower rain
586,Marienburg,54.04,19.03,59.0,100,0,6.51,PL,2020-08-23 23:41:10,clear sky
587,Shenjiamen,29.96,122.3,82.15,81,0,11.79,CN,2020-08-23 23:41:11,clear sky
588,Belyy Yar,53.6,91.39,57.2,82,40,4.47,RU,2020-08-23 23:37:18,scattered clouds
589,Nambucca Heads,-30.65,153.0,59.0,40,0,12.75,AU,2020-08-23 23:41:11,clear sky
590,Teguise,29.06,-13.56,75.2,78,20,25.28,ES,2020-08-23 23:37:46,few clouds
591,Serramanna,39.42,8.92,73.99,83,5,5.82,IT,2020-08-23 23:41:11,clear sky
592,Pundaguitan,6.37,126.17,83.23,70,27,1.43,PH,2020-08-23 23:41:12,scattered clouds
593,Labelle,26.76,-81.44,89.6,62,1,12.75,US,2020-08-23 23:41:12,clear sky
594,Pavlodar,52.3,76.95,57.2,87,71,6.71,KZ,2020-08-23 23:41:12,broken clouds
595,Iqaluit,63.75,-68.51,44.6,81,40,5.82,CA,2020-08-23 23:37:59,scattered clouds
596,Payo,-3.75,103.64,72.77,87,96,2.21,ID,2020-08-23 23:41:12,overcast clouds
597,Monster,52.03,4.17,63.0,96,85,1.01,NL,2020-08-23 23:41:13,heavy intensity rain
598,Lyngseidet,69.58,20.22,51.8,87,90,13.87,NO,2020-08-23 23:41:13,drizzle
599,Tibati,6.47,12.63,65.93,96,100,0.51,CM,2020-08-23 23:41:13,overcast clouds
600,Laurel,39.1,-76.85,86.0,51,75,9.17,US,2020-08-23 23:39:23,broken clouds
601,Colquechaca,-18.67,-66.02,38.14,69,1,4.16,BO,2020-08-23 23:41:14,clear sky
602,Pirajui,-22.0,-49.46,64.4,59,0,9.17,BR,2020-08-23 23:41:14,clear sky
603,Vung Tau,10.35,107.08,81.12,81,40,7.45,VN,2020-08-23 23:41:14,scattered clouds
604,Wagar,16.15,36.2,82.56,67,89,19.51,SD,2020-08-23 23:41:15,overcast clouds
605,Ugoofaaru,5.67,73.0,82.65,71,84,5.97,MV,2020-08-23 23:41:15,moderate rain
606,Jibuti,11.5,42.5,91.4,59,1,18.48,DJ,2020-08-23 23:41:15,clear sky
607,Maxixe,-23.86,35.35,63.32,79,0,7.18,MZ,2020-08-23 23:41:15,clear sky
608,Llata,-9.42,-76.78,49.77,71,29,4.18,PE,2020-08-23 23:41:16,scattered clouds
609,Nuuk,64.18,-51.72,39.2,100,90,4.7,GL,2020-08-23 23:41:16,overcast clouds
610,Saint Anthony,45.02,-93.22,90.0,45,5,6.93,US,2020-08-23 23:41:16,clear sky
611,Okha,53.57,142.95,60.46,67,2,3.49,RU,2020-08-23 23:41:17,clear sky
612,Moron,-34.65,-58.62,62.01,58,0,8.05,AR,2020-08-23 23:41:17,clear sky
613,Hoshangabad,22.75,77.72,74.34,90,90,8.41,IN,2020-08-23 23:41:17,overcast clouds
614,Banfora,10.63,-4.77,73.18,92,70,3.38,BF,2020-08-23 23:41:17,broken clouds
615,Fredericton,45.95,-66.67,75.2,50,90,10.29,CA,2020-08-23 23:40:40,overcast clouds
616,Neusiedl Am See,47.94,16.83,68.0,72,98,9.17,AT,2020-08-23 23:41:18,overcast clouds
617,Ginda,30.69,78.49,65.5,88,94,0.81,IN,2020-08-23 23:41:18,overcast clouds
618,Zadonsk,52.39,38.93,57.2,67,36,4.47,RU,2020-08-23 23:41:18,scattered clouds
619,Verkhnetulomskiy,68.61,31.8,57.2,93,75,2.24,RU,2020-08-23 23:41:18,light intensity shower rain
620,Grindavik,63.84,-22.43,48.2,87,30,6.93,IS,2020-08-23 23:37:56,scattered clouds
621,Gandajika,-6.75,23.95,74.01,69,100,2.37,CD,2020-08-23 23:41:19,overcast clouds
622,Gamba,-2.65,10.0,73.02,84,91,6.73,GA,2020-08-23 23:41:19,overcast clouds
623,Gazojak,41.19,61.4,76.12,39,0,17.98,TM,2020-08-23 23:41:19,clear sky
624,Boa Vista,2.82,-60.67,77.0,78,40,8.05,BR,2020-08-23 23:41:19,scattered clouds
625,Lakes Entrance,-37.88,147.98,51.01,75,76,3.0,AU,2020-08-23 23:41:19,broken clouds
626,La Asuncion,11.03,-63.86,71.6,100,70,3.36,VE,2020-08-23 23:37:32,light rain
627,Baikunthpur,23.25,82.55,72.9,91,95,3.0,IN,2020-08-23 23:41:20,overcast clouds
628,Coruripe,-10.13,-36.18,72.41,80,14,5.97,BR,2020-08-23 23:41:20,few clouds
629,Ambon,-3.7,128.18,80.6,78,40,3.36,ID,2020-08-23 23:41:20,scattered clouds
630,Campbellton,48.01,-66.67,59.43,90,52,4.81,CA,2020-08-23 23:41:20,broken clouds
631,Maloy,61.94,5.11,51.8,71,90,17.22,NO,2020-08-23 23:41:21,light intensity shower rain
632,Nizhniy Kuranakh,58.84,125.49,53.87,54,0,3.6,RU,2020-08-23 23:41:21,clear sky
633,Mehamn,71.04,27.85,53.2,92,100,16.84,NO,2020-08-23 23:41:21,overcast clouds
634,Aksu,41.12,80.26,72.84,36,0,2.53,CN,2020-08-23 23:41:21,clear sky
635,Honningsvag,70.98,25.97,52.74,94,98,15.23,NO,2020-08-23 23:37:58,overcast clouds
636,Dongargaon,20.97,80.85,75.16,90,100,5.84,IN,2020-08-23 23:41:22,overcast clouds
637,Svetlyy,54.67,20.13,59.0,100,4,4.47,RU,2020-08-23 23:41:22,clear sky
638,Urumqi,43.8,87.6,68.0,49,17,4.47,CN,2020-08-23 23:41:22,few clouds
639,Lata,40.16,-8.33,66.0,81,0,1.92,PT,2020-08-23 23:36:59,clear sky
640,Bluff,-46.6,168.33,55.99,81,27,8.01,NZ,2020-08-23 23:41:23,scattered clouds
641,Erenhot,43.65,111.98,66.61,57,0,10.13,CN,2020-08-23 23:41:23,clear sky
642,Vardo,70.37,31.11,51.8,93,40,2.24,NO,2020-08-23 23:33:55,shower rain
643,Rocha,-34.48,-54.33,48.9,93,0,7.7,UY,2020-08-23 23:41:24,clear sky
644,Pontianak,-0.03,109.33,76.87,91,87,2.46,ID,2020-08-23 23:41:24,overcast clouds
645,Iskateley,67.68,53.15,52.88,88,3,12.12,RU,2020-08-23 23:41:24,clear sky
646,Aldan,58.6,125.39,52.2,53,3,3.8,RU,2020-08-23 23:41:24,clear sky
647,Namatanai,-3.67,152.43,80.55,81,89,7.49,PG,2020-08-23 23:41:25,moderate rain
648,Amapala,13.29,-87.65,77.0,94,100,10.63,HN,2020-08-23 23:41:25,light rain
649,Tarakan,3.3,117.63,78.75,87,7,7.45,ID,2020-08-23 23:41:25,light rain
650,Smirnykh,49.75,142.83,58.59,94,83,4.18,RU,2020-08-23 23:41:25,light rain
651,Gudalur,9.68,77.27,72.03,81,54,5.1,IN,2020-08-23 23:41:26,light rain
652,Paysandu,-32.32,-58.08,55.47,85,0,12.53,UY,2020-08-23 23:37:43,clear sky
653,Springdale,36.19,-94.13,89.6,43,20,5.82,US,2020-08-23 23:41:26,few clouds
654,Mount Pleasant,32.79,-79.86,80.6,94,20,8.12,US,2020-08-23 23:41:27,few clouds
655,Inhambane,-23.86,35.38,64.56,77,0,8.01,MZ,2020-08-23 23:41:27,clear sky
656,Chicama,-7.84,-79.15,62.01,77,0,5.57,PE,2020-08-23 23:41:28,clear sky
657,Aljezur,37.32,-8.8,61.0,90,0,11.48,PT,2020-08-23 23:41:28,clear sky
658,Savinka,50.08,47.1,58.6,64,0,7.27,RU,2020-08-23 23:41:29,clear sky
659,Chimbote,-9.09,-78.58,60.94,84,3,7.72,PE,2020-08-23 23:40:21,clear sky
660,Kysyl-Syr,63.9,122.76,49.41,60,8,8.14,RU,2020-08-23 23:41:30,clear sky
661,Sawai Madhopur,25.98,76.37,76.89,93,21,5.5,IN,2020-08-23 23:41:30,light rain
662,Vostok,46.49,135.88,69.85,62,99,1.99,RU,2020-08-23 23:41:30,overcast clouds
663,Helong,42.54,129.0,69.87,80,100,3.04,CN,2020-08-23 23:36:49,overcast clouds
664,Beira,-19.84,34.84,60.8,93,5,6.93,MZ,2020-08-23 23:41:31,clear sky
665,Kokoda,-8.88,147.74,84.0,48,96,4.0,PG,2020-08-23 23:41:31,overcast clouds
666,Ust-Kan,50.93,84.76,43.2,81,100,2.28,RU,2020-08-23 23:41:31,overcast clouds
667,Port-Cartier,50.03,-66.87,57.2,82,75,5.82,CA,2020-08-23 23:41:32,shower rain
668,Hambantota,6.12,81.12,78.66,85,52,10.78,LK,2020-08-23 23:41:32,broken clouds
669,Ziro,27.63,93.83,57.87,100,91,1.77,IN,2020-08-23 23:41:32,overcast clouds
670,Marsh Harbour,26.54,-77.06,84.97,78,5,22.35,BS,2020-08-23 23:41:33,light rain
671,Bereda,43.27,-7.54,57.99,99,8,1.01,ES,2020-08-23 23:41:33,clear sky
672,Teknaf,20.86,92.31,79.77,89,100,12.19,BD,2020-08-23 23:41:33,light rain
673,Zharkovskiy,55.85,32.27,62.1,97,100,5.61,RU,2020-08-23 23:41:33,moderate rain
674,Terme,41.21,36.97,64.4,88,20,2.24,TR,2020-08-23 23:41:33,few clouds
675,Cankuzo,-3.13,30.58,63.77,51,66,2.86,BI,2020-08-23 23:41:34,broken clouds
676,Gwadar,25.12,62.33,81.75,83,75,8.1,PK,2020-08-23 23:37:57,broken clouds
677,Awbari,26.59,12.78,75.81,28,0,5.35,LY,2020-08-23 23:41:34,clear sky
678,Zhaotong,27.32,103.72,64.63,90,100,2.53,CN,2020-08-23 23:41:34,light rain
679,Broken Hill,-31.95,141.43,46.4,70,40,8.05,AU,2020-08-23 23:41:35,scattered clouds
680,Pyinmana,19.73,96.22,73.78,95,100,7.78,MM,2020-08-23 23:41:35,light rain
681,Oblivskaya,48.54,42.5,60.19,53,0,3.65,RU,2020-08-23 23:41:35,clear sky
682,Quixada,-4.97,-39.02,73.38,80,62,9.64,BR,2020-08-23 23:41:35,broken clouds
683,Ponerihouen,-21.08,165.4,77.04,67,73,4.14,NC,2020-08-23 23:41:35,broken clouds
684,Macapa,0.04,-51.07,79.27,86,16,13.8,BR,2020-08-23 23:39:32,light rain
685,Jacareacanga,-6.22,-57.75,81.52,34,0,2.42,BR,2020-08-23 23:41:36,clear sky
686,Odweyne,9.41,45.06,72.66,58,53,16.04,SO,2020-08-23 23:41:36,broken clouds
687,Inirida,3.87,-67.92,73.24,96,100,2.17,CO,2020-08-23 23:41:36,overcast clouds
688,Altamira,-3.2,-52.21,72.5,91,69,3.22,BR,2020-08-23 23:41:36,light rain
689,Maningrida,-12.07,134.27,77.67,36,0,16.4,AU,2020-08-23 23:41:37,clear sky
690,Kingston,18.0,-76.79,82.4,94,75,17.22,JM,2020-08-23 23:37:55,thunderstorm with heavy rain
691,Dhidhdhoo,6.88,73.1,82.99,70,39,7.38,MV,2020-08-23 23:41:37,light rain
692,Aleksandrov Gay,50.15,48.57,60.66,63,3,7.74,RU,2020-08-23 23:41:37,clear sky
693,Piacabucu,-10.41,-36.43,72.7,81,9,6.13,BR,2020-08-23 23:41:38,clear sky
694,Yumen,40.28,97.2,68.76,24,15,2.68,CN,2020-08-23 23:41:38,few clouds
695,Bissau,11.86,-15.6,78.89,85,91,6.33,GW,2020-08-23 23:41:38,overcast clouds
696,Barra,-11.09,-43.14,81.36,50,75,14.83,BR,2020-08-23 23:41:39,broken clouds
697,Onega,63.91,38.14,57.31,94,67,6.69,RU,2020-08-23 23:41:39,broken clouds
698,Parana,-31.73,-60.52,62.01,48,0,1.99,AR,2020-08-23 23:39:51,clear sky
699,Nola,40.92,14.53,77.0,88,20,1.12,IT,2020-08-23 23:41:40,few clouds
700,Selma,36.57,-119.61,95.0,46,1,3.36,US,2020-08-23 23:38:25,haze
701,Villa Carlos Paz,-31.42,-64.5,64.99,32,0,9.17,AR,2020-08-23 23:41:40,clear sky
702,Scarborough,54.28,-0.4,57.0,87,47,1.99,GB,2020-08-23 23:41:41,light rain
703,Biharnagybajom,47.22,21.23,66.2,88,75,3.36,HU,2020-08-23 23:41:41,broken clouds
704,Sakakah,29.97,40.21,86.0,22,0,6.93,SA,2020-08-23 23:41:41,clear sky
705,Clarksburg,39.28,-80.34,80.6,69,20,4.7,US,2020-08-23 23:37:18,few clouds
706,Olinda,-8.01,-34.86,77.0,73,20,8.05,BR,2020-08-23 23:41:41,few clouds
707,Ancud,-41.87,-73.82,46.4,93,90,6.93,CL,2020-08-23 23:37:58,overcast clouds
708,Lorengau,-2.02,147.27,77.9,86,98,8.23,PG,2020-08-23 23:41:42,moderate rain
709,Vredendal,-31.67,18.5,50.85,90,39,1.88,ZA,2020-08-23 23:41:42,scattered clouds
710,Hovd,48.01,91.64,58.55,47,59,5.66,MN,2020-08-23 23:41:42,broken clouds
711,Puerto Lopez,4.08,-72.96,74.8,90,22,3.83,CO,2020-08-23 23:41:43,moderate rain
712,Liverpool,53.41,-2.98,60.01,82,75,5.82,GB,2020-08-23 23:38:02,broken clouds
713,Deli Tua,3.51,98.68,75.2,100,40,4.7,ID,2020-08-23 23:41:43,scattered clouds
714,Pyu,18.48,96.43,73.26,96,100,6.02,MM,2020-08-23 23:41:44,light rain
715,Manzhouli,49.6,117.43,63.14,76,50,7.96,CN,2020-08-23 23:41:44,scattered clouds
716,Kibala,9.11,18.35,71.69,98,88,3.87,TD,2020-08-23 23:41:44,moderate rain
717,Stratonion,40.51,23.82,75.99,79,13,1.99,GR,2020-08-23 23:41:44,few clouds
718,San Carlos,9.66,-68.58,74.57,92,16,0.78,VE,2020-08-23 23:41:45,moderate rain
719,Tondano,1.3,124.91,80.6,69,20,1.12,ID,2020-08-23 23:41:45,few clouds
720,Port Hawkesbury,45.62,-61.35,69.8,60,75,4.7,CA,2020-08-23 23:41:45,broken clouds
721,Kokopo,-4.35,152.26,75.9,87,96,11.34,PG,2020-08-23 23:41:45,light rain
722,Charagua,-19.8,-63.22,59.95,69,0,3.29,BO,2020-08-23 23:41:46,clear sky
723,Dwarka,22.24,68.97,82.58,82,100,22.95,IN,2020-08-23 23:41:46,moderate rain
724,Huilong,31.81,121.66,84.0,88,0,1.01,CN,2020-08-23 23:41:46,clear sky
725,Dunda,-8.12,34.25,58.39,76,18,3.13,TZ,2020-08-23 23:41:46,few clouds
726,Abu Samrah,35.3,37.18,68.18,42,0,3.85,SY,2020-08-23 23:41:47,clear sky
727,Poso,-1.4,120.75,80.51,60,56,4.81,ID,2020-08-23 23:41:47,broken clouds
728,Tarrafal,15.28,-23.77,82.4,78,40,5.82,CV,2020-08-23 23:41:47,scattered clouds
729,Lisakovsk,52.54,62.49,51.01,90,0,5.73,KZ,2020-08-23 23:41:47,clear sky
730,Enkoping,59.64,17.08,59.0,82,0,8.05,SE,2020-08-23 23:41:48,clear sky
731,Jaru,-10.44,-62.47,78.03,37,0,2.19,BR,2020-08-23 23:41:48,clear sky
732,Marzuq,14.4,46.47,81.27,51,89,5.75,YE,2020-08-23 23:41:48,overcast clouds
733,Muzhi,65.37,64.67,49.19,84,76,3.71,RU,2020-08-23 23:41:48,broken clouds
734,Hagere Hiywet,8.98,37.85,56.43,82,45,2.91,ET,2020-08-23 23:41:49,scattered clouds
735,Tambura,5.6,27.47,66.97,98,99,3.31,SS,2020-08-23 23:41:49,overcast clouds
736,San Isidro,-12.12,-77.05,62.6,72,90,14.99,PE,2020-08-23 23:41:49,overcast clouds
737,Cairns,-16.92,145.77,72.0,53,33,11.41,AU,2020-08-23 23:39:24,scattered clouds
738,Epe,6.58,3.98,73.27,90,97,4.74,NG,2020-08-23 23:41:49,overcast clouds
739,Nizhniy Tsasuchey,50.52,115.13,59.31,84,88,5.7,RU,2020-08-23 23:41:50,overcast clouds
740,Corbu,44.38,28.65,66.2,88,0,4.7,RO,2020-08-23 23:41:50,clear sky
741,Machali,-34.18,-70.67,50.94,76,60,3.4,CL,2020-08-23 23:41:50,broken clouds
742,Manjeshwar,12.72,74.89,75.2,100,75,0.34,IN,2020-08-23 23:41:50,mist
743,Zhuhai,22.28,113.57,86.0,83,20,3.36,CN,2020-08-23 23:41:51,few clouds
744,Vestmanna,62.16,-7.17,44.6,93,49,1.12,FO,2020-08-23 23:41:51,scattered clouds
745,Rock Hill,34.92,-81.03,75.99,88,1,4.7,US,2020-08-23 23:41:51,clear sky
746,Cururupu,-1.83,-44.87,75.2,92,45,4.03,BR,2020-08-23 23:41:51,scattered clouds
747,Noumea,-22.28,166.46,73.0,88,90,2.24,NC,2020-08-23 23:38:00,overcast clouds
748,Gorno-Altaysk,51.96,85.95,54.18,78,55,5.44,RU,2020-08-23 23:41:52,broken clouds
749,Atherton,53.52,-2.49,59.0,85,35,1.99,GB,2020-08-23 23:41:52,scattered clouds
750,Vicuna,-30.03,-70.71,45.0,75,1,1.99,CL,2020-08-23 23:41:52,clear sky
751,Port Elizabeth,-33.92,25.57,55.4,87,99,5.82,ZA,2020-08-23 23:41:53,overcast clouds
752,Katherine,-14.47,132.27,68.0,45,0,9.17,AU,2020-08-23 23:41:53,clear sky
753,Asmara,15.33,38.93,63.23,78,49,3.96,ER,2020-08-23 23:41:53,scattered clouds
754,Qarqin,37.42,66.04,82.42,15,0,14.03,AF,2020-08-23 23:41:53,clear sky
755,Tarsus,36.92,34.88,75.2,64,0,6.93,TR,2020-08-23 23:41:53,clear sky
756,Hvide Sande,56.0,8.13,60.01,79,93,1.99,DK,2020-08-23 23:41:54,overcast clouds
757,Acara,-1.96,-48.2,73.74,98,85,1.95,BR,2020-08-23 23:41:54,light rain
758,Jinotega,13.09,-86.0,73.4,88,75,2.84,NI,2020-08-23 23:41:54,light intensity drizzle
759,Ajaccio,42.0,8.92,68.0,77,5,6.93,FR,2020-08-23 23:41:54,clear sky
760,Popondetta,-8.75,148.25,85.62,58,98,3.09,PG,2020-08-23 23:41:54,overcast clouds
761,Irati,-25.47,-50.65,47.44,92,30,4.0,BR,2020-08-23 23:41:55,scattered clouds
762,Emerald,-23.53,148.17,62.6,25,1,12.75,AU,2020-08-23 23:41:55,clear sky
763,Herbertpur,30.45,77.73,76.57,85,94,2.46,IN,2020-08-23 23:41:56,overcast clouds
764,Sorland,67.67,12.69,52.83,80,30,17.92,NO,2020-08-23 23:38:06,scattered clouds
765,Petropavlovka,50.61,105.32,52.79,77,78,5.1,RU,2020-08-23 23:41:56,broken clouds
766,Aleysk,52.49,82.78,54.88,73,91,7.07,RU,2020-08-23 23:41:57,overcast clouds
767,Khanu Woralaksaburi,16.06,99.86,77.2,91,100,1.32,TH,2020-08-23 23:41:57,light rain
768,Logrono,42.47,-2.45,64.4,68,31,5.82,ES,2020-08-23 23:41:57,scattered clouds
769,Medzilaborce,49.27,21.9,60.01,99,56,3.42,SK,2020-08-23 23:41:57,broken clouds
770,Uzhur,55.3,89.83,53.35,91,98,4.34,RU,2020-08-23 23:41:58,overcast clouds
771,Diamantino,-14.41,-56.45,77.04,38,37,2.77,BR,2020-08-23 23:41:58,scattered clouds
772,Usinsk,65.99,57.53,45.07,83,0,7.56,RU,2020-08-23 23:41:58,clear sky
773,Shingu,33.73,135.98,82.4,78,75,2.24,JP,2020-08-23 23:41:58,broken clouds
774,Togur,58.36,82.83,48.7,94,64,1.99,RU,2020-08-23 23:41:59,broken clouds
775,Dong Hoi,17.48,106.6,81.93,75,99,9.04,VN,2020-08-23 23:41:59,overcast clouds
776,Oros,-6.24,-38.91,75.67,64,61,9.22,BR,2020-08-23 23:41:59,broken clouds
777,Ballitoville,-29.54,31.21,54.0,56,0,5.1,ZA,2020-08-23 23:42:00,clear sky
778,Lamas,-6.42,-76.53,67.71,81,63,1.99,PE,2020-08-23 23:42:00,broken clouds
779,Cap-Haitien,19.76,-72.2,80.04,76,100,6.67,HT,2020-08-23 23:42:00,overcast clouds
780,Darhan,49.49,105.92,57.22,80,18,2.73,MN,2020-08-23 23:42:00,few clouds
781,Chipinge,-20.19,32.62,52.95,83,29,2.46,ZW,2020-08-23 23:42:00,scattered clouds
782,Sagaing,21.88,95.98,77.0,88,90,11.41,MM,2020-08-23 23:42:01,light rain
783,Pionerskiy,54.95,20.23,59.0,100,0,4.47,RU,2020-08-23 23:42:01,clear sky
784,Byumba,-1.58,30.07,69.8,56,40,3.36,RW,2020-08-23 23:42:01,scattered clouds
785,Beisfjord,68.38,17.6,51.8,87,100,24.16,NO,2020-08-23 23:42:01,overcast clouds
786,Leoben,47.35,15.13,66.0,44,100,1.99,AT,2020-08-23 23:42:02,overcast clouds
787,Timra,62.49,17.33,52.0,100,100,6.93,SE,2020-08-23 23:42:02,light rain
788,Sorong,-0.88,131.25,79.12,85,75,7.67,ID,2020-08-23 23:42:02,broken clouds
789,Lagunillas,10.13,-71.26,82.53,72,10,1.95,VE,2020-08-23 23:42:02,light rain
790,Mahuta,-10.87,39.45,63.5,95,79,1.7,TZ,2020-08-23 23:42:02,broken clouds
791,Tay Ninh,11.3,106.1,80.29,84,48,4.21,VN,2020-08-23 23:42:03,scattered clouds
792,Yeniseysk,58.45,92.17,53.91,78,83,3.47,RU,2020-08-23 23:42:03,broken clouds
793,Ivdel,60.69,60.42,44.96,90,0,2.48,RU,2020-08-23 23:42:03,clear sky
794,Yankton,42.87,-97.4,97.0,46,1,12.75,US,2020-08-23 23:42:03,clear sky
795,Beyla,8.68,-8.63,68.18,97,82,5.3,GN,2020-08-23 23:42:03,broken clouds
796,Kilakarai,9.23,78.78,82.6,74,15,8.84,IN,2020-08-23 23:42:04,few clouds
797,Puri,19.8,85.85,83.21,80,100,5.93,IN,2020-08-23 23:42:04,light rain
798,Barra Patuca,15.8,-84.28,82.11,83,0,10.92,HN,2020-08-23 23:42:04,clear sky
799,Sao Gabriel Da Cachoeira,-0.13,-67.09,79.72,64,73,1.39,BR,2020-08-23 23:42:04,broken clouds
800,Puerto Baquerizo Moreno,-0.9,-89.6,65.46,86,59,11.77,EC,2020-08-23 23:42:04,broken clouds
801,Mvuma,-19.28,30.53,54.48,69,65,5.79,ZW,2020-08-23 23:42:05,broken clouds
802,Agirish,61.92,63.02,46.71,98,3,4.97,RU,2020-08-23 23:42:05,clear sky
803,Atambua,-9.11,124.89,78.51,37,0,5.08,ID,2020-08-23 23:42:05,clear sky
804,Arman,59.7,150.17,52.47,45,0,9.24,RU,2020-08-23 23:42:05,clear sky
805,Kovdor,67.57,30.48,52.79,95,69,9.17,RU,2020-08-23 23:42:05,broken clouds
806,Syamzha,60.02,41.06,60.1,85,100,5.61,RU,2020-08-23 23:42:06,overcast clouds
807,Essen,51.45,7.02,61.0,83,46,1.99,DE,2020-08-23 23:37:10,scattered clouds
808,Hiroshima,34.4,132.46,82.4,69,20,6.93,JP,2020-08-23 23:40:36,few clouds
809,Carlow,52.84,-6.93,55.99,86,66,3.8,IE,2020-08-23 23:42:06,broken clouds
810,Escanaba,45.75,-87.06,77.0,83,1,8.05,US,2020-08-23 23:42:06,clear sky
811,Afua,-0.16,-50.39,77.32,90,48,8.46,BR,2020-08-23 23:42:07,scattered clouds
812,Rovaniemi,66.5,25.72,55.4,93,40,9.17,FI,2020-08-23 23:42:07,scattered clouds
813,Kuusamo,65.97,29.18,57.2,87,90,11.41,FI,2020-08-23 23:42:07,overcast clouds
814,Soubre,5.79,-6.61,69.75,95,59,3.38,CI,2020-08-23 23:42:07,broken clouds
815,Antalaha,-14.9,50.28,66.79,86,69,7.18,MG,2020-08-23 23:42:08,broken clouds
816,Saint-Ambroise,48.55,-71.33,73.4,53,20,3.18,CA,2020-08-23 23:42:08,few clouds
817,Omboue,-1.57,9.26,73.06,80,100,6.64,GA,2020-08-23 23:42:08,overcast clouds
818,Mabopane,-25.5,28.1,55.0,53,0,3.36,ZA,2020-08-23 23:42:08,clear sky
819,Heze,35.24,115.44,79.81,91,100,12.06,CN,2020-08-23 23:42:09,overcast clouds
820,Roura,4.73,-52.33,77.0,100,75,2.24,GF,2020-08-23 23:42:09,broken clouds
